TRINITY_DN521_c1_g1_i4	5.3276	32.974451	22.41946	15.215756	44.885	30.650633
TRINITY_DN521_c1_g1_i6	0	0.196276	0	0	0.155982	0
TRINITY_DN52336_c0_g1_i1	0.223301	0.086716	0.014022	0.019143	0.017716	0
TRINITY_DN5241_c0_g1_i1	0.982738	112.077438	166.61871	8.533322	15.5111	35.229978
TRINITY_DN52683_c0_g1_i1	0.056923	0.05238	0.042866	0.152917	0.070785	0.033082
TRINITY_DN5504_c1_g2_i1	0.066612	0	0	0	0.248978	0
TRINITY_DN5504_c1_g2_i2	0.185981	0.31778	0.340472	0.359933	0.143319	0.227289
TRINITY_DN56789_c0_g1_i1	0	0.289467	0	0.195768	0.059592	0.223277
TRINITY_DN59296_c0_g1_i1	0.035501	0.109226	0.113182	0.119819	0.011156	0.08412
TRINITY_DN598_c0_g1_i1	39.063238	49.997607	59.961481	56.087781	24.989163	72.845771
TRINITY_DN598_c0_g1_i10	0.483674	0.525371	4.799526	0.232821	0	0.030979
TRINITY_DN598_c0_g1_i13	1.783569	1.032643	1.310721	2.402038	7.481099	5.842935
TRINITY_DN598_c0_g1_i14	14.380323	10.816386	0	12.654426	4.928047	7.773163
TRINITY_DN598_c0_g1_i15	0.311552	0.398602	0.9917	0.482242	0.286442	0.342016
TRINITY_DN598_c0_g1_i2	0.108249	0.15961	0.316065	0.009599	0.004499	0.03037
TRINITY_DN598_c0_g1_i4	0.266371	1.641338	0.271745	1.071212	1.009415	1.974115
TRINITY_DN598_c0_g1_i5	0	0	0.595	0.690388	0.34878	0.407682
TRINITY_DN598_c0_g1_i6	3.672388	5.772627	5.86995	3.240129	0	0
TRINITY_DN598_c0_g1_i8	45.018814	68.542228	120.951055	74.820383	39.902553	83.711509
TRINITY_DN6330_c0_g1_i1	0.123458	0.295287	0.14353	0.499229	2.044797	0.284189
TRINITY_DN6341_c0_g1_i1	0	0.150274	0.050103	0	0	0.066719
TRINITY_DN6341_c0_g1_i2	0.567459	0.408177	0	0.626227	0.112378	0
TRINITY_DN6341_c1_g1_i1	0.671726	2.370675	0.189017	0.924329	2.600093	1.362579
TRINITY_DN6927_c0_g1_i10	0	0.026607	0	0.201593	0.137788	0
TRINITY_DN6927_c0_g1_i12	0	0	0	0	0	0
TRINITY_DN6927_c0_g1_i13	1.052179	3.487466	1.888729	0.999286	1.869646	1.151818
TRINITY_DN6927_c0_g1_i16	0	0.108181	0.216747	0.085988	0	0.117773
TRINITY_DN6927_c0_g1_i17	0	0	0	0	0	0
TRINITY_DN762_c0_g1_i1	0.614482	1.46921	0.077196	0.541488	2.392746	0.575044
TRINITY_DN762_c0_g1_i2	1.891349	6.049348	6.378751	11.648161	4.677588	7.682696
TRINITY_DN762_c0_g1_i3	0.357393	0.179083	0.279614	0.420957	0.225036	0.658596
TRINITY_DN762_c0_g1_i4	1.599814	4.280666	0.074809	1.864878	5.640016	4.007209
TRINITY_DN762_c0_g1_i5	0.245883	0.59456	1.129226	2.079918	0.598434	1.701316
TRINITY_DN762_c0_g1_i6	0	0.13273	0	0	0	0
TRINITY_DN762_c0_g1_i7	0.08405	1.63969	0.393912	1.448538	2.455743	0.905177
TRINITY_DN762_c0_g2_i1	3.547646	13.176599	4.143434	11.16021	10.069707	10.618898
TRINITY_DN762_c0_g2_i2	0.133816	0.169515	0.54619	0.21521	0.233951	0.325433
TRINITY_DN8942_c0_g1_i1	0	0.228986	0.212384	0.412126	0	0.115609
TRINITY_DN8942_c0_g1_i2	0	1.265801	0.381912	0	0.393851	0.468872
TRINITY_DN8942_c0_g1_i5	0.046492	0.652425	0.86274	0	0.070954	0.048084
TRINITY_DN9010_c0_g1_i13	0.378807	0.478241	0	0.011941	0.013559	0
TRINITY_DN9010_c0_g1_i14	0.679811	0.75109	0	0	0	0
TRINITY_DN9010_c0_g1_i15	0	0	0	0	0	0
TRINITY_DN9010_c0_g1_i17	0.952323	1.229767	0	0	0.012939	0
TRINITY_DN9010_c0_g1_i19	0	0	0	0	0.043031	0.014341
