Family	GeneID	Condition	Replicate	Sample	TPM
ABC	TRINITY_DN35371_c0_g2	Mul	2	Mul_mg2	0.047287
ABC	TRINITY_DN35371_c0_g2	Mul	3	Mul_mg3	0.066059
ABC	TRINITY_DN37894_c0_g1	Dan	1	Dan_mg1	0.049527
ABC	TRINITY_DN37894_c0_g1	Dan	2	Dan_mg2	0.060996
ABC	TRINITY_DN37894_c0_g1	Dan	3	Dan_mg3	0.051521
ABC	TRINITY_DN37894_c0_g1	Mul	1	Mul_mg1	0.0
ABC	TRINITY_DN37894_c0_g1	Mul	2	Mul_mg2	0.135431
ABC	TRINITY_DN37894_c0_g1	Mul	3	Mul_mg3	0.0
ABC	TRINITY_DN4426_c0_g1	Dan	1	Dan_mg1	1.7761449999999999
ABC	TRINITY_DN4426_c0_g1	Dan	2	Dan_mg2	3.304687
ABC	TRINITY_DN4426_c0_g1	Dan	3	Dan_mg3	2.145156
ABC	TRINITY_DN4426_c0_g1	Mul	1	Mul_mg1	2.993249
ABC	TRINITY_DN4426_c0_g1	Mul	2	Mul_mg2	3.855384
ABC	TRINITY_DN4426_c0_g1	Mul	3	Mul_mg3	4.456208999999999
ABC	TRINITY_DN44328_c0_g1	Dan	1	Dan_mg1	8.651382
ABC	TRINITY_DN44328_c0_g1	Dan	2	Dan_mg2	8.186729
ABC	TRINITY_DN44328_c0_g1	Dan	3	Dan_mg3	3.778477
ABC	TRINITY_DN44328_c0_g1	Mul	1	Mul_mg1	6.160405
ABC	TRINITY_DN44328_c0_g1	Mul	2	Mul_mg2	9.33408
ABC	TRINITY_DN44328_c0_g1	Mul	3	Mul_mg3	5.376177
ABC	TRINITY_DN4518_c0_g1	Dan	1	Dan_mg1	1.530235
ABC	TRINITY_DN4518_c0_g1	Dan	2	Dan_mg2	4.476188
ABC	TRINITY_DN4518_c0_g1	Dan	3	Dan_mg3	4.044308
ABC	TRINITY_DN4518_c0_g1	Mul	1	Mul_mg1	2.9931669999999997
ABC	TRINITY_DN4518_c0_g1	Mul	2	Mul_mg2	3.127432
ABC	TRINITY_DN4518_c0_g1	Mul	3	Mul_mg3	4.482114
ABC	TRINITY_DN4644_c0_g1	Dan	1	Dan_mg1	1.713609
ABC	TRINITY_DN4644_c0_g1	Dan	2	Dan_mg2	0.24093
ABC	TRINITY_DN4644_c0_g1	Dan	3	Dan_mg3	0.959056
ABC	TRINITY_DN4644_c0_g1	Mul	1	Mul_mg1	0.208825
ABC	TRINITY_DN4644_c0_g1	Mul	2	Mul_mg2	0.64778
ABC	TRINITY_DN4644_c0_g1	Mul	3	Mul_mg3	0.107128
ABC	TRINITY_DN4709_c2_g1	Dan	1	Dan_mg1	0.018241
ABC	TRINITY_DN4709_c2_g1	Dan	2	Dan_mg2	1.015667
ABC	TRINITY_DN4709_c2_g1	Dan	3	Dan_mg3	1.954729
ABC	TRINITY_DN4709_c2_g1	Mul	1	Mul_mg1	1.558943
ABC	TRINITY_DN4709_c2_g1	Mul	2	Mul_mg2	0.567433
ABC	TRINITY_DN4709_c2_g1	Mul	3	Mul_mg3	0.038337
ABC	TRINITY_DN4830_c1_g1	Dan	1	Dan_mg1	2.474412
ABC	TRINITY_DN4830_c1_g1	Dan	2	Dan_mg2	3.0379140000000002
ABC	TRINITY_DN4830_c1_g1	Dan	3	Dan_mg3	2.4954549999999998
ABC	TRINITY_DN4830_c1_g1	Mul	1	Mul_mg1	3.342111
ABC	TRINITY_DN4830_c1_g1	Mul	2	Mul_mg2	3.686238
ABC	TRINITY_DN4830_c1_g1	Mul	3	Mul_mg3	3.6695070000000003
ABC	TRINITY_DN48819_c0_g1	Dan	1	Dan_mg1	0.086747
ABC	TRINITY_DN48819_c0_g1	Dan	2	Dan_mg2	0.106673
ABC	TRINITY_DN48819_c0_g1	Dan	3	Dan_mg3	0.0
ABC	TRINITY_DN48819_c0_g1	Mul	1	Mul_mg1	0.0
ABC	TRINITY_DN48819_c0_g1	Mul	2	Mul_mg2	0.055947
ABC	TRINITY_DN48819_c0_g1	Mul	3	Mul_mg3	0.053874
ABC	TRINITY_DN49408_c0_g1	Dan	1	Dan_mg1	0.0
ABC	TRINITY_DN49408_c0_g1	Dan	2	Dan_mg2	0.133642
ABC	TRINITY_DN49408_c0_g1	Dan	3	Dan_mg3	0.076863
ABC	TRINITY_DN49408_c0_g1	Mul	1	Mul_mg1	0.210079
ABC	TRINITY_DN49408_c0_g1	Mul	2	Mul_mg2	0.045363
ABC	TRINITY_DN49408_c0_g1	Mul	3	Mul_mg3	0.0
ABC	TRINITY_DN5175_c0_g1	Dan	1	Dan_mg1	1.78144
ABC	TRINITY_DN5175_c0_g1	Dan	2	Dan_mg2	0.436737
ABC	TRINITY_DN5175_c0_g1	Dan	3	Dan_mg3	1.065753
ABC	TRINITY_DN5175_c0_g1	Mul	1	Mul_mg1	1.572031
ABC	TRINITY_DN5175_c0_g1	Mul	2	Mul_mg2	0.928906
ABC	TRINITY_DN5175_c0_g1	Mul	3	Mul_mg3	0.48626199999999997
ABC	TRINITY_DN5424_c0_g1	Dan	1	Dan_mg1	4.162274
ABC	TRINITY_DN5424_c0_g1	Dan	2	Dan_mg2	7.924821
ABC	TRINITY_DN5424_c0_g1	Dan	3	Dan_mg3	3.777871
ABC	TRINITY_DN5424_c0_g1	Mul	1	Mul_mg1	9.915191
ABC	TRINITY_DN5424_c0_g1	Mul	2	Mul_mg2	8.201632
ABC	TRINITY_DN5424_c0_g1	Mul	3	Mul_mg3	8.247986
ABC	TRINITY_DN54_c0_g1	Dan	1	Dan_mg1	7.144372
ABC	TRINITY_DN54_c0_g1	Dan	2	Dan_mg2	9.320689999999999
ABC	TRINITY_DN54_c0_g1	Dan	3	Dan_mg3	6.780251
ABC	TRINITY_DN54_c0_g1	Mul	1	Mul_mg1	8.252545
ABC	TRINITY_DN54_c0_g1	Mul	2	Mul_mg2	9.891909
ABC	TRINITY_DN54_c0_g1	Mul	3	Mul_mg3	6.133763
ABC	TRINITY_DN58313_c0_g1	Dan	1	Dan_mg1	0.0
ABC	TRINITY_DN58313_c0_g1	Dan	2	Dan_mg2	0.222164
ABC	TRINITY_DN58313_c0_g1	Dan	3	Dan_mg3	0.0
ABC	TRINITY_DN58313_c0_g1	Mul	1	Mul_mg1	0.0
ABC	TRINITY_DN58313_c0_g1	Mul	2	Mul_mg2	0.0
ABC	TRINITY_DN58313_c0_g1	Mul	3	Mul_mg3	0.0
ABC	TRINITY_DN662_c0_g1	Dan	1	Dan_mg1	1.957451
ABC	TRINITY_DN662_c0_g1	Dan	2	Dan_mg2	2.6105840000000002
ABC	TRINITY_DN662_c0_g1	Dan	3	Dan_mg3	2.646461
ABC	TRINITY_DN662_c0_g1	Mul	1	Mul_mg1	3.196561
ABC	TRINITY_DN662_c0_g1	Mul	2	Mul_mg2	3.785438
ABC	TRINITY_DN662_c0_g1	Mul	3	Mul_mg3	2.860192
ABC	TRINITY_DN662_c0_g4	Dan	1	Dan_mg1	9.493530999999999
ABC	TRINITY_DN662_c0_g4	Dan	2	Dan_mg2	30.415137
ABC	TRINITY_DN662_c0_g4	Dan	3	Dan_mg3	28.211461
ABC	TRINITY_DN662_c0_g4	Mul	1	Mul_mg1	28.329359999999998
ABC	TRINITY_DN662_c0_g4	Mul	2	Mul_mg2	37.536121
ABC	TRINITY_DN662_c0_g4	Mul	3	Mul_mg3	33.499821
ABC	TRINITY_DN7214_c0_g1	Dan	1	Dan_mg1	9.089773
ABC	TRINITY_DN7214_c0_g1	Dan	2	Dan_mg2	21.401363
ABC	TRINITY_DN7214_c0_g1	Dan	3	Dan_mg3	7.333459
ABC	TRINITY_DN7214_c0_g1	Mul	1	Mul_mg1	18.557253
ABC	TRINITY_DN7214_c0_g1	Mul	2	Mul_mg2	16.381285000000002
ABC	TRINITY_DN7214_c0_g1	Mul	3	Mul_mg3	21.20481
ABC	TRINITY_DN9037_c0_g1	Dan	1	Dan_mg1	1.276958
ABC	TRINITY_DN9037_c0_g1	Dan	2	Dan_mg2	0.476406
ABC	TRINITY_DN9037_c0_g1	Dan	3	Dan_mg3	0.405211
ABC	TRINITY_DN9037_c0_g1	Mul	1	Mul_mg1	0.43401
ABC	TRINITY_DN9037_c0_g1	Mul	2	Mul_mg2	0.515723
ABC	TRINITY_DN9037_c0_g1	Mul	3	Mul_mg3	0.354954
ABC	TRINITY_DN9474_c0_g1	Dan	1	Dan_mg1	0.235903
ABC	TRINITY_DN9474_c0_g1	Dan	2	Dan_mg2	0.367467
ABC	TRINITY_DN9474_c0_g1	Dan	3	Dan_mg3	0.184306
ABC	TRINITY_DN9474_c0_g1	Mul	1	Mul_mg1	0.42238699999999996
ABC	TRINITY_DN9474_c0_g1	Mul	2	Mul_mg2	0.21613600000000002
ABC	TRINITY_DN9474_c0_g1	Mul	3	Mul_mg3	0.132467
ABC	TRINITY_DN9946_c0_g2	Dan	1	Dan_mg1	2.44002
ABC	TRINITY_DN9946_c0_g2	Dan	2	Dan_mg2	3.152135
ABC	TRINITY_DN9946_c0_g2	Dan	3	Dan_mg3	1.3118239999999999
ABC	TRINITY_DN9946_c0_g2	Mul	1	Mul_mg1	4.111879
ABC	TRINITY_DN9946_c0_g2	Mul	2	Mul_mg2	4.969614
ABC	TRINITY_DN9946_c0_g2	Mul	3	Mul_mg3	6.191727
ABC	TRINITY_DN9986_c0_g1	Dan	1	Dan_mg1	0.628551
ABC	TRINITY_DN9986_c0_g1	Dan	2	Dan_mg2	0.6244
ABC	TRINITY_DN9986_c0_g1	Dan	3	Dan_mg3	1.365656
ABC	TRINITY_DN9986_c0_g1	Mul	1	Mul_mg1	1.210124
ABC	TRINITY_DN9986_c0_g1	Mul	2	Mul_mg2	1.501003
ABC	TRINITY_DN9986_c0_g1	Mul	3	Mul_mg3	1.134659
